ID,Reviewer,Rating,Review Time,Review Content,Owner Response
202,Denise Sauvé,4,2020-07-06,C'est l'église de mon enfance et ils ont conservé la structure et l'ambiance y est très bonne,None
203,Geneviève Richer,5,2019-07-07,"Super bonne acoustique pour une ancienne église, j'ai été surprise.",None
204,Sébastien Giroux,3,2020-07-06,Visuel superbe mais comme c'est une église le son tourne un peu...,None
205,Alain St-Arnaud,4,2020-07-06,L'utilisation de cette ancienne église sans avoir perdu son décor est une des plus belles deuxièmes vies que j'ai vues.,None
206,Thalie Pel,4,2020-07-06,Un très bel endroit avec des spectacles intéressant ... Renseignez vous sur la programmation ...,None
207,sophie Lamarche,5,2017-07-07,"Wow..j'ai assisté a l'enregistrement de Y'a du monde à messe et c'était génial
Super ambiance",None
208,Christophe Mazerat,5,2017-07-07,Très beau théâtre et avec un axe social.  Vraiment une belle réussite,None
209,lunoove,5,2022-07-06,"Belle accueil
Bonne équipe dr travailleurs du système",None
210,Manon de Ladurantaye,5,2019-07-07,Très belle salle pour un évènement spécial.,None
211,David Boitard,5,2017-07-07,Très belle place pour organiser des évènements.,None
212,Lucia -Patricia Segura,2,2018-07-07,Toilettes au sousol. Pas très accesible pour les personnes à mobilité reduite ou personnes malades,None
213,Richard Doyle,4,2019-07-07,Très bel endroit avec un petit cachet spécial,None
214,Frederic Lacoste-Bienvenue,4,2017-07-07,"Super place, belle ambiance merveilleux décor",None
215,Josee Leclerc,4,2020-07-06,"Très bel endroit avec vocation communautaire et télévisuelle,  à çonserver précieusement.",None
216,Myriam Jutras,5,2019-07-07,Impressionnant ce qu’ils ont fait avec la Paroise. Quelle bonne idée !,None
217,Normand,5,2018-07-07,Avons assisté à y'a du monde à messe super avec Christian Bégin,None
218,Mélisa Dionne-Michaud,5,2019-07-07,Une salle de show incroyable! Et que dire du staff!,None
219,Christiane Milon,4,2022-07-06,Très bon show.,Merci beaucoup Christiane !
220,petros arice,4,2019-07-07,Très belle édifice et accès pour fauteuil roulant,None
221,Julie-Anne Poulin,5,2020-07-06,Meilleure salle de concert ever 💜🎶 …,None
222,Jacques Paul,5,2017-07-07,À ncienn église convertie en salle de spectacle. Acoustique excellente.,None
223,Henri ADN,5,2022-07-06,Un lieu unique pour des évènements uniques,None
224,Alex,5,2022-11-08,Personnelle très accueillante,None
225,Tania Caissy,5,2022-09-09,Magnifique salle,None
226,Chantal Côté,4,2019-07-07,"Super salle de spectacle ,et réceptions.",None
227,Luc Benoit,5,2019-07-07,Superbe ancienne église bien préservée.,None
228,Ghislaine Fiset,5,2022-11-08,Bel endroit de rassemblement,Merci beaucoup Ghislaine !
229,Chantal Pelletier,4,2018-07-07,Très belle salle un superbe potentiel,None
230,Jacynthe Couture,4,2017-07-07,C'est super mais manque de stationnement,None
231,Marc Ledoux,5,2017-07-07,Un lieu unique à Montréal! À visiter pour votre événement!,None
232,Maël Charbonneau,5,2018-07-07,"Très belle salle, à couper le souffle",None
233,Marc-André Veillette,4,2017-07-07,"Ancienne église, donnes un bon acoustique pour les concert.",None
234,Linda Champagne,5,2019-07-07,Superbe belle salle bonne acoustique,None
235,Stephane Pelletier,5,2020-07-06,Très belle salle de spectacle !,None
236,Cédric Duchesne,4,2022-07-06,Beau théâtre et intérieure avec beau style,None
237,Jean-François Singcaster,5,2020-07-06,Merveilleuse salle de spectacle dans un décor d'église,None
238,Camille Pilon,5,2019-07-07,Pour les évènements du cirque du boudoir ! Total réussite.,None
239,CHRISTIAN PERREAULT,5,2018-07-07,Service v.i.p. impeccable très belle soirée.,None
240,H K,5,2018-07-07,Magnifique endroit et belle acoustique !!,None
241,Marie-Eve Dumas,5,2019-07-07,Très belle salle!,None
242,Mathieu Taggart,4,2017-07-07,Superbe salle de spectacle!,None
243,Jean-Noel Flauradson,5,2021-07-06,Très bien,None
244,marcel vaillancourt,5,2021-07-06,L’équipe est fantastique ‼️,None
245,Richard Crete,4,2022-08-10,Bon emplacement,None
246,Riccardo Cervone,5,2019-07-07,Amazing wedding last Someday!!!,None
247,Stephan Deguire,5,2021-07-06,Une des plus belles salles de Mtl,None
248,PATRICE,5,2017-07-07,Recommandé pour tous les événements:),None
249,Alain Lapierre,5,2019-07-07,Excellente Accoustique bel intérieur,None
250,Louis-Charles Himbeault,5,2020-07-06,Super service et super salle!,None
251,Sylvie St-Onge,5,2018-07-07,Très beau changement de vocation.,None
252,Tecla James,4,2022-12-08,No review text provided.,None
253,Paul SOUMAHORO,5,2018-07-07,Beau lieu historique a Decouvrir,None
254,Gaëlle Eugène-Adolph,5,2020-07-06,Chouette salle pour les concerts !!!,None
255,Louis Marchand,4,2018-07-07,Super renaissance d'un endroit religieux,None
256,Caroline Girard,5,2022-10-09,No review text provided.,None
257,Cristhian Vidangos,5,2022-12-08,"Messe de Morts, amazing location",None
258,Isabelle Hebert,5,2020-07-06,Super beau théâtre 💝 …,None
259,Guillaume L.,5,2018-07-07,Superbe salle de spectacle !,None
260,véronique martin,4,2020-07-06,Très bonne bouff,None
261,Gisèle Desrochers,5,2019-07-07,Accueillant et Bonne ambiance,None
262,Rouquineable,5,2018-07-07,Belle soirée bel endroit,None
263,Matthieu Seers (SupaSeerS),5,2022-07-06,Super endroit,None
264,Gustave Motocross,5,2019-07-07,un si bel endroit,None
265,M L,5,2019-07-07,Magnifique pour réception,None
266,Bernard Gagnon,5,2017-07-07,Bel endroit pour les mariages !!!,None
267,Marc Dussault,4,2021-07-06,Très bien illuminé,None
268,patrick bobay,5,2019-07-07,Très belle place,None
269,Katye Garon,5,2020-07-06,Magnifique endroit,None
270,ChrisTian Larcheveque,5,2019-07-07,Je n' en sais pas suffisamment,None
271,Michel Guérin,4,2019-07-07,Une très belle salle,None
272,Richard James-Varin,5,2019-07-07,Oui oui,None
273,Jess,4,2019-07-07,No review text provided.,None
274,Tiffany Woo,5,2020-07-06,No review text provided.,None
275,Christine Charbonneau,5,2019-07-07,très belle expérience,None
276,sabrina perron,5,2017-07-07,Magnifique lieu !,None
277,Rene Villeneuve,5,2020-07-06,No review text provided.,None
278,Lyne Beaudoin,4,2019-07-07,Très bien,None
279,Vos Tropical,5,2019-07-07,Très hot et tendance,None
280,Luc B.,5,2019-07-07,Excellente soirée,None
281,Marie Hélène Gallant,3,2018-07-07,Première et bonne expérience,None
282,Antoine Saouaf,5,2019-07-07,Bonne ambiance,None
283,Majuscule l'Animateur,5,2022-07-06,Super théâtre,Merci beaucoup!
284,Danielle Lemay,5,2018-07-07,Superbe endroit,None
285,Julien Perron Ugrina,5,2020-07-06,No review text provided.,None
286,Roldens Julien,5,2017-07-07,No review text provided.,None
287,Andréa Portilla,5,2018-07-07,Acoustique incroyable.,None
288,Jean-Paul Jr Tremblay,5,2019-07-07,Un endroit de goût,None
289,Sylvain Mitchell,5,2019-07-07,Son incroyable,None
290,mnouze lll,4,2022-07-06,Jolie,None
291,Lee Brunet,3,2017-07-07,bbelle salle de spectacle,None
292,Carlos Vega,5,2019-07-07,Excellent,None
293,Johanne Caouette Doucet,4,2017-07-07,Belle architecture,None
294,Viktoria Scherbinina,5,2020-07-06,Bel édifice,None
295,Marie-Laure Bélanger,5,2020-07-06,La messe des morts!!,None
296,Kobby Mag,4,2017-07-07,Église convertie en théâtre,None
297,Lise Longpré,5,2019-07-07,SUPER,None
298,Haethena Zeana,3,2019-07-07,Pas de stationnement,None
299,jean-marc deschenes,4,2019-07-07,Beau théatre,None
300,Pierre Mazloum,5,2020-07-06,Excellent,None
301,Claudette Doré,4,2020-07-06,Bel endroit,None
302,Stephanie Melancon,5,2018-07-07,Très bien,None
303,Miss O,5,2017-07-07,Magnifique,None
304,April Petchsri,5,2023-01-07,No review text provided.,None
305,Cindy,3,2020-07-06,No review text provided.,None
306,Martin S,5,2018-07-07,No review text provided.,None
307,Pascal Levesque,5,2021-07-06,No review text provided.,None
308,Melanie Séguin,5,2020-07-06,No review text provided.,None
309,Patricia P.Rodriguez,5,2022-09-09,No review text provided.,None
310,Rebecca Proppe,5,2023-06-15,No review text provided.,None
311,Ayoub SAYEH,5,2020-07-06,No review text provided.,None
312,Christel HELL,5,2022-08-10,No review text provided.,None
313,Gary Oswald,4,2023-06-06,No review text provided.,None
314,sebastien henault,4,2018-07-07,No review text provided.,None
315,murillo sonati,5,2020-07-06,No review text provided.,None
316,denis guertin,5,2023-06-06,No review text provided.,None
317,Eric M,3,2018-07-07,No review text provided.,None
318,Aurélie M.,5,2019-07-07,No review text provided.,None
319,Jen Sigouin,4,2021-07-06,No review text provided.,None
320,luc indica,5,2023-05-07,No review text provided.,None
321,Nathalie Dufour,5,2022-07-06,No review text provided.,None
322,Family Charré,5,2020-07-06,No review text provided.,None
323,Charles-Étienne Martin,5,2020-07-06,No review text provided.,None
324,Francine Vigeant,3,2019-07-07,No review text provided.,None
325,Nicholas Tang,3,2016-07-07,No review text provided.,None
326,kamal TERRAF,5,2018-07-07,No review text provided.,None
327,Amine Ben Rejeb,5,2022-07-06,No review text provided.,None
328,A Dbf,5,2020-07-06,No review text provided.,None
329,Tino Tenore,2,2022-09-09,No review text provided.,None
330,Nicolas Douangdara,3,2018-07-07,No review text provided.,None
331,Mikael Frascadore,5,2020-07-06,No review text provided.,None
332,Laurent NICOLAZIC,5,2022-11-08,No review text provided.,None
333,John Conti,5,2020-07-06,No review text provided.,None
334,Vinnie DR (VinnieDR),3,2018-07-07,No review text provided.,None
335,Koneko,3,2019-07-07,No review text provided.,None
336,Eve ?,5,2023-04-07,No review text provided.,None
337,Benoit Brunet,4,2019-07-07,No review text provided.,None
338,Philippe-Olivier Contant,5,2020-07-06,No review text provided.,None
339,Chantal Labarre,3,2018-07-07,No review text provided.,None
340,Kevin Cantin,5,2018-07-07,No review text provided.,None
341,Marie-Claude Perreault,4,2019-07-07,No review text provided.,None
342,Éric Chatelain,5,2018-07-07,No review text provided.,None
343,Brent McLennan,3,2017-07-07,No review text provided.,None
344,Jean-Sylvain Ménard,5,2019-07-07,No review text provided.,None
345,Madhead Marieh,3,2017-07-07,No review text provided.,None
346,Maer Infante,4,2022-12-08,No review text provided.,None
347,Martin Jolicoeur,5,2020-07-06,No review text provided.,None
348,Pengouin,5,2018-07-07,No review text provided.,None
349,Louise Leclerc,5,2019-07-07,No review text provided.,None
350,C Le,5,2019-07-07,No review text provided.,None
351,Emilie Vallée-Manseau,3,2020-07-06,No review text provided.,None
352,henri madiba,4,2020-07-06,No review text provided.,None
353,George Fisher,3,2019-07-07,No review text provided.,None
354,Francois Michaud,3,2017-07-07,No review text provided.,None
355,Lily Zaryan,3,2019-07-07,No review text provided.,None
356,Lilomarie,5,2019-07-07,No review text provided.,None
357,Denis Beauchemin,5,2020-07-06,No review text provided.,None
358,Michelle Remillard,5,2019-07-07,No review text provided.,None
359,skate charles,4,2022-07-06,No review text provided.,None
360,Bruno Roussel,4,2020-07-06,No review text provided.,None
361,Sylvain Payant,5,2018-07-07,No review text provided.,None
362,Philippe Lebon,4,2018-07-07,No review text provided.,None
363,L Nguyen,4,2018-07-07,No review text provided.,None
364,Pierre Vocino,4,2018-07-07,No review text provided.,None
365,roxane beaulieu,5,2018-07-07,No review text provided.,None
366,Real Leblanc,1,2018-07-07,No review text provided.,None
367,Jean-Pierre Jr. Bertrand-Dorion,5,2022-11-08,No review text provided.,None
368,Ken Roseberry,2,2019-07-07,No review text provided.,None
369,Alexandra B.,5,2019-07-07,No review text provided.,None
370,Tarak Sillini,5,2023-01-07,No review text provided.,None
371,Serge Rivest,5,2019-07-07,No review text provided.,None
372,Jean-François Cusson,5,2022-07-06,No review text provided.,None
373,Mickaël B. (MikhaLOurs),3,2015-07-08,No review text provided.,None
374,Marie Ouellette,5,2018-07-07,No review text provided.,None
375,Mathieu Laflamme,5,2017-07-07,No review text provided.,None
376,Simon Radu,5,2023-03-08,No review text provided.,None
377,Brian Lemaitre,4,2020-07-06,No review text provided.,None
378,Sylvie St-Père,4,2020-07-06,No review text provided.,None
379,R F,5,2019-07-07,No review text provided.,None
380,adam Zampino,5,2020-07-06,No review text provided.,None
381,Varin Patrick,5,2018-07-07,No review text provided.,None
382,Alex Champagne,5,2020-07-06,No review text provided.,None
383,Sarah-Kim Boucher,4,2022-07-06,No review text provided.,None
384,Nick Doyle,4,2017-07-07,No review text provided.,None
385,Gabrielle Boudreault,4,2020-07-06,No review text provided.,None
386,Pietro Maira,4,2022-08-10,No review text provided.,None
387,Mukandila Mukandila,4,2019-07-07,No review text provided.,None
388,Chandyna Liza Puy,5,2022-07-06,No review text provided.,None
389,David Provost Robert,5,2020-07-06,No review text provided.,None
390,Xavier Monette,5,2020-07-06,No review text provided.,None
391,Selma BR,4,2023-03-08,No review text provided.,None
392,Alexandre Correia,5,2019-07-07,No review text provided.,None
393,Victoria Di Pietrantonio,4,2018-07-07,No review text provided.,None
394,Linda Boudreau,5,2022-07-06,No review text provided.,None
395,Eric Massie,5,2017-07-07,No review text provided.,None
396,Daniel Phillipps,5,2018-07-07,No review text provided.,None
397,Charbel Chreifi,5,2019-07-07,No review text provided.,None
398,David Ayotte,5,2020-07-06,No review text provided.,None
399,Jean-Philippe Asselin,5,2020-07-06,No review text provided.,None
400,m o,5,2022-12-08,No review text provided.,None
401,David Ste-Croix,4,2018-07-07,No review text provided.,None
402,Annie Perreault,4,2017-07-07,No review text provided.,None
403,Geneviève Gagné,5,2022-11-08,No review text provided.,None
404,Ambre Beaupré,4,2019-07-07,No review text provided.,None
405,Raymonde Trémoulé Lorange,5,2020-07-06,No review text provided.,None
406,Fernando Arellano Acosta,3,2020-07-06,No review text provided.,None
407,Mohammad Havaei,5,2022-07-06,No review text provided.,None
408,Yann Rousselot-Pailley,5,2017-07-07,No review text provided.,None
409,Yuri Mikhailov,5,2019-07-07,No review text provided.,None
410,Sergio Guzmán Trío,5,2022-07-06,No review text provided.,None
411,Sophie B,5,2019-07-07,No review text provided.,None
412,Mathieu Hudon,4,2020-07-06,No review text provided.,None
413,Francis Martin,5,2019-07-07,No review text provided.,None
414,Christelle Zelaya,5,2019-07-07,No review text provided.,None
415,Val-X,5,2022-10-09,No review text provided.,None
416,Pierre Mailhot,4,2020-07-06,No review text provided.,None
417,Maxime Tremblay,5,2020-07-06,No review text provided.,None
418,Naomy Rose,5,2022-09-09,No review text provided.,None
419,Elkholy Youssef,5,2018-07-07,No review text provided.,None
420,Éliane Légaré,4,2017-07-07,No review text provided.,None
421,Motel Montreal,3,2019-07-07,No review text provided.,None
422,Shrisha Mohit,4,2018-07-07,No review text provided.,None
423,Oly Copeau,5,2020-07-06,No review text provided.,None
424,Kanan Jawa,5,2018-07-07,No review text provided.,None
425,France Renaud,5,2020-07-06,No review text provided.,None
426,lyle campbell,5,2022-11-08,No review text provided.,None
427,Fabrice Baumann,4,2019-07-07,No review text provided.,None
428,wisline legros,4,2018-07-07,No review text provided.,None
429,Vicky Coulombe,5,2019-07-07,No review text provided.,None
430,animei,5,2022-07-06,No review text provided.,None
431,Annie Guay,5,2020-07-06,No review text provided.,None
432,Philippe Leduc,5,2020-07-06,No review text provided.,None
433,Edith Bujold,4,2020-07-06,No review text provided.,None
434,Astro Ben,5,2020-07-06,No review text provided.,None
435,ryan paddy,5,2018-07-07,No review text provided.,None
436,Odette Isabel,5,2020-07-06,No review text provided.,None
437,Mélanie Vallée,3,2019-07-07,No review text provided.,None
438,alexandre labranche,5,2023-03-08,No review text provided.,None
439,Fenton B,4,2019-07-07,No review text provided.,None
440,Matteo Pellegrini,5,2021-07-06,No review text provided.,None
441,Don Spider,3,2023-05-07,No review text provided.,None
442,Peter Liaros,5,2020-07-06,No review text provided.,None
443,Hatrick “Hatch” Mirville,4,2020-07-06,No review text provided.,None
444,Joe,5,2022-07-06,No review text provided.,None
445,Woodrow Rosenbaum,4,2016-07-07,No review text provided.,None
446,Ced Tavares,5,2019-07-07,No review text provided.,None
447,Paolo Campoli,5,2020-07-06,No review text provided.,None
448,Axelle Caron,5,2020-07-06,No review text provided.,None
449,Louis Michaud,5,2020-07-06,No review text provided.,None
450,Leslie Averhoff,5,2022-09-09,No review text provided.,None
451,Freddy Duffour,5,2019-07-07,No review text provided.,None
452,Cédrine Proulx,5,2022-11-08,No review text provided.,None
453,Anne Létourneau,5,2018-07-07,No review text provided.,None
454,Denis Murphy,4,2017-07-07,No review text provided.,None
455,René Gauvin,5,2022-07-06,No review text provided.,None
456,Alex RF,5,2019-07-07,No review text provided.,None
457,Stéphan Pommainville,5,2019-07-07,No review text provided.,None
458,Angelo-James Insaidoo,5,2020-07-06,No review text provided.,None
459,Michael Gagliano,5,2019-07-07,No review text provided.,None
460,Vortex man,5,2022-07-06,No review text provided.,None
461,Anthony Lamarre,4,2018-07-07,No review text provided.,None
462,Eric Picard,5,2020-07-06,No review text provided.,None
463,Nicole Bastien,5,2022-07-06,No review text provided.,None
464,Jeanfrancois Lalonde,5,2019-07-07,No review text provided.,None
465,Mikhail Bandin,5,2022-07-06,No review text provided.,None
466,Francois De Wyon,5,2022-08-10,No review text provided.,None
467,G G,5,2018-07-07,No review text provided.,None
468,Jesse Léveillé,5,2018-07-07,No review text provided.,None
469,Hujek Kurwinski,5,2019-07-07,No review text provided.,None
470,Marcello Cellucci,3,2016-07-07,No review text provided.,None
471,César C,4,2022-12-08,No review text provided.,None
472,Elisabeth B,5,2019-07-07,No review text provided.,None
473,Lisa Sicondolfi,4,2020-07-06,No review text provided.,None
474,Michael Pare,5,2018-07-07,No review text provided.,None
475,LYNDA DESCHENES,5,2019-07-07,No review text provided.,None
476,Benoit Clennett-Sirois,4,2017-07-07,No review text provided.,None
477,Michel Zenchiku Dubeau,4,2021-07-06,No review text provided.,None
478,Fred Roger,4,2017-07-07,No review text provided.,None
479,Robert Gariepy,5,2022-07-06,No review text provided.,None
480,Jean-François Larocque-Drolet,4,2019-07-07,No review text provided.,None
481,Maxime B,5,2018-07-07,No review text provided.,None
482,Steve Dimitri,5,2020-07-06,No review text provided.,None
483,Lynda Rioux,5,2020-07-06,No review text provided.,None
484,Rick Shapcott,5,2022-07-06,No review text provided.,None
485,Agustin Oyaneder,4,2023-04-07,No review text provided.,None
486,Daniel Lajoie,5,2022-11-08,No review text provided.,None
487,Nallely Hernandez,5,2019-07-07,No review text provided.,None
488,Bégin Marie-Eve,5,2018-07-07,No review text provided.,None
489,TheSweetbillie3,5,2022-11-08,No review text provided.,None
490,Nicole,4,2023-04-07,No review text provided.,None
491,Denis Marin,4,2019-07-07,No review text provided.,None
492,Valérie G,5,2021-07-06,No review text provided.,None
493,Elliott Katane,5,2022-11-08,No review text provided.,None
494,Line Ouellette,5,2019-07-07,No review text provided.,None
495,Aline Schleger,5,2022-11-08,No review text provided.,None
496,Jean-Francois LeBlanc,5,2019-07-07,No review text provided.,None
497,Mireille Poirier,5,2020-07-06,No review text provided.,None
498,Paul R,4,2018-07-07,No review text provided.,None
499,Melissa Lachapelle,5,2018-07-07,No review text provided.,None
500,R,3,2023-05-07,No review text provided.,None
501,Jaipal Singh,5,2020-07-06,No review text provided.,None
502,Doduck,5,2020-07-06,No review text provided.,None
503,Tammy Ponting,5,2019-07-07,No review text provided.,None
504,Julie Richard,5,2022-07-06,No review text provided.,None
505,Melissa M,5,2022-07-06,No review text provided.,None
506,Patrick McMaster,4,2017-07-07,No review text provided.,None
507,Philippe K,5,2022-07-06,No review text provided.,None
508,Hugues Lefebvre Morasse,4,2017-07-07,No review text provided.,None
509,Maude René de Cotret,4,2020-07-06,No review text provided.,None
510,Sara Afonso,5,2022-07-06,No review text provided.,None
511,Robert Jancev,5,2019-07-07,No review text provided.,None
512,Genevieve Basile,1,2018-07-07,No review text provided.,None
513,Marie Vaudrin,5,2019-07-07,No review text provided.,None
514,Frédéric Desroches,5,2018-07-07,No review text provided.,None
515,Daniel Larivee,5,2019-07-07,No review text provided.,None
516,Claude Plante,5,2018-07-07,No review text provided.,None
517,David Brebant,5,2018-07-07,No review text provided.,None
518,Thierry Chapelle,3,2020-07-06,No review text provided.,None
519,Karine Bernier,5,2016-07-07,No review text provided.,None
520,Hugo Laquerre,5,2018-07-07,No review text provided.,None
521,Claire Viallard,5,2020-07-06,No review text provided.,None
522,Macoretta Boozer,5,2022-08-10,No review text provided.,None
523,Catherine Dubé,3,2019-07-07,No review text provided.,None
524,Fredo Dallaire,5,2018-07-07,No review text provided.,None
525,Sam Cholakian,4,2020-07-06,No review text provided.,None
526,Fares Antaki,5,2019-07-07,No review text provided.,None
527,Jacynthe Ménard,3,2018-07-07,No review text provided.,None
528,John TheAncientOne,5,2020-07-06,No review text provided.,None
529,Sébastien Legris (Fatherwithhorns),5,2019-07-07,No review text provided.,None
530,Олег Саамов,5,2020-07-06,No review text provided.,None
531,Charline Dorvil,5,2020-07-06,No review text provided.,None
532,Requiem Gold,5,2019-07-07,No review text provided.,None
533,Celine Faucher,5,2022-07-06,No review text provided.,None
534,Cloé,3,2020-07-06,No review text provided.,None
535,Frédéric Boivin,5,2019-07-07,No review text provided.,None
536,Malcolm Phillips,5,2022-07-06,No review text provided.,None
537,Marilyn Savoie,5,2022-12-08,No review text provided.,None
538,Habib Coudsi,3,2020-07-06,No review text provided.,None
539,Daniel Ibghy,5,2018-07-07,No review text provided.,None
540,Johanne Caouegte Doucet,4,2018-07-07,No review text provided.,None
541,Rachelle Boudreault,5,2019-07-07,No review text provided.,None
542,Alain Fontaine,5,2023-06-15,No review text provided.,None
543,Francois Des Rochers,4,2021-07-06,No review text provided.,None
544,Louise Belair,5,2016-07-07,No review text provided.,None
545,Valeria Fierro Bottaro,4,2018-07-07,No review text provided.,None
546,Eric Corbeil,5,2018-07-07,No review text provided.,None
547,Christos Petsinis,4,2019-07-07,No review text provided.,None
548,Christina Martel,5,2018-07-07,No review text provided.,None
549,Marie-Pier Marceau,4,2019-07-07,No review text provided.,None
550,francis melancon,4,2019-07-07,No review text provided.,None
551,Claude Babin,4,2023-05-07,No review text provided.,None
552,Jimmy P.,5,2019-07-07,No review text provided.,None
553,Jason Chou,3,2022-08-10,No review text provided.,None
554,Ashley Portillo,5,2017-07-07,No review text provided.,None
555,Diana Nita,5,2022-07-06,No review text provided.,None
556,Félix-Emmanuel Gamache,5,2019-07-07,No review text provided.,None
557,Valérie Pilon,5,2020-07-06,No review text provided.,None
558,Arvit Muriqi,5,2022-08-10,No review text provided.,None
559,Nikolaj van Omme,5,2023-03-08,No review text provided.,None
560,Pamela David,5,2019-07-07,No review text provided.,None
561,Aurelie Boilard,5,2019-07-07,No review text provided.,None
562,Mad Evil,5,2022-12-08,No review text provided.,None
563,Christian Garza,4,2022-07-06,No review text provided.,None
564,Roueida Abboud,5,2020-07-06,No review text provided.,None
565,stef the engie,5,2022-09-09,No review text provided.,None
566,Chris Holmes,3,2019-07-07,No review text provided.,None
567,ophir wainer,5,2022-07-06,No review text provided.,None
568,Christian Jamal,5,2019-07-07,No review text provided.,None
569,Valérie C,5,2020-07-06,No review text provided.,None
570,dreaser dreaser,5,2019-07-07,No review text provided.,None
571,Jason Scantland,4,2017-07-07,No review text provided.,None
572,Laurence CV,5,2017-07-07,No review text provided.,None
573,Pierre Gagne,4,2019-07-07,No review text provided.,None
574,Bryan Hernandez,5,2022-08-10,No review text provided.,None
575,Barry De Riggi,5,2020-07-06,No review text provided.,None
576,Patrice Lavigne,5,2019-07-07,No review text provided.,None
577,Chris Occil,3,2018-07-07,No review text provided.,None
578,Melissa Conlan,5,2023-03-08,No review text provided.,None
579,Stacey Jean-Louis,4,2022-07-06,No review text provided.,None
580,May Lim,5,2019-07-07,No review text provided.,None
581,Jade Valiquette,5,2019-07-07,No review text provided.,None
582,Angelina L Faustino,5,2022-10-09,No review text provided.,None
583,Thomas Rabouin,5,2020-07-06,No review text provided.,None
584,Alexandre Pion,5,2022-08-10,No review text provided.,None
585,Ricardeau François,4,2019-07-07,No review text provided.,None
586,Vahe Kassardjian,5,2022-07-06,No review text provided.,None
587,Jolianne D,4,2020-07-06,No review text provided.,None
588,Nicolas Coallier-Fournier,5,2016-07-07,No review text provided.,None
589,Vlad Patrascu,4,2018-07-07,No review text provided.,None
590,Arash Saki,3,2019-07-07,No review text provided.,None
591,Daphnée Hall,5,2019-07-07,No review text provided.,None
592,Antoine Addoumieh,5,2019-07-07,No review text provided.,None
593,Alex Susma,5,2018-07-07,No review text provided.,None
594,Jean Yves Lecomte,4,2018-07-07,No review text provided.,None
595,Annie Claude,5,2019-07-07,No review text provided.,None
596,Rémi Dubucq,5,2020-07-06,No review text provided.,None
597,JC LDF,4,2015-07-08,Bel endroit,None
598,Véronique Bergeron,5,2018-07-07,No review text provided.,None
599,Cricri M.,5,2022-07-06,No review text provided.,None
600,Diana Cruz,5,2022-07-06,No review text provided.,None
601,Jocelyne Renaud,5,2020-07-06,No review text provided.,None
602,Arnaud Chaussegros de Léry,5,2017-07-07,No review text provided.,None
603,Vincent Tremblay,5,2019-07-07,No review text provided.,None
604,Maude Bernier,5,2019-07-07,No review text provided.,None
605,Valerie Legault,5,2018-07-07,No review text provided.,None
606,Yves Laliberte,5,2020-07-06,No review text provided.,None
607,Louie L,1,2022-11-08,No review text provided.,None
608,Cristina Pi,5,2019-07-07,No review text provided.,None
609,Eric Hogue,5,2020-07-06,No review text provided.,None
610,Chris-J. Assaf,5,2019-07-07,No review text provided.,None
611,Isabel Polanco,4,2022-12-08,No review text provided.,None
612,Regis Poulin,4,2020-07-06,No review text provided.,None
613,Clara Edouard,5,2022-07-06,No review text provided.,None
614,Laurent Sauvage,4,2018-07-07,No review text provided.,None
615,Andrei Cimpeanu,5,2018-07-07,No review text provided.,None
616,Francis Charlet,5,2018-07-07,No review text provided.,None
617,Nathalie Augagneur,5,2023-03-08,No review text provided.,None
618,A P,5,2019-07-07,No review text provided.,None
619,Bee,5,2018-07-07,No review text provided.,None
620,patrick dion,5,2020-07-06,No review text provided.,None
621,Maxime Beaulieu,5,2022-11-08,No review text provided.,None
622,Eric Bussiere,5,2017-07-07,No review text provided.,None
623,Ion Preda,4,2018-07-07,No review text provided.,None
624,soukaina seddeki,3,2023-06-08,No review text provided.,None
625,Emy Rydee,4,2022-12-08,No review text provided.,None
626,LouLou Borduas,5,2018-07-07,No review text provided.,None
627,georges doumit,5,2022-08-10,No review text provided.,None
628,isabelle tabor,5,2017-07-07,No review text provided.,None
629,Anna Wu,5,2022-07-06,No review text provided.,None
630,Renée “mOokie”,4,2018-07-07,No review text provided.,None
631,Besnik Z,5,2023-03-08,No review text provided.,None
632,Trond Egil Nielsen,5,2020-07-06,No review text provided.,None
633,Landmark Toronto,5,2019-07-07,No review text provided.,None
634,Smokes (Ismokesalots),4,2020-07-06,No review text provided.,None
635,Eric Villeneuve,4,2020-07-06,No review text provided.,None
636,Louise Beauregard,4,2019-07-07,No review text provided.,None
637,Fancy R-P,5,2018-07-07,No review text provided.,None
638,Nathalie Douaire,5,2019-07-07,No review text provided.,None
639,Alexandre Corbin (3Dalcor),5,2022-11-08,No review text provided.,None
640,Ricardo Melo,5,2022-12-08,No review text provided.,None
641,Sylvain Lachance,4,2020-07-06,No review text provided.,None
642,VALERIA “Valeria_viajes” FIERRO BOTTARO,5,2018-07-07,No review text provided.,None
643,Solange Lemaitre-P.,3,2018-07-07,No review text provided.,None
644,mike waugh,4,2020-07-06,No review text provided.,None
645,Eric Auger,5,2023-06-15,No review text provided.,None
646,Arnaud Bkacburn,4,2016-07-07,No review text provided.,None
647,Hugo Begin,5,2019-07-07,No review text provided.,None
648,Danny Ae,5,2022-12-08,No review text provided.,None
649,G T,5,2023-02-06,No review text provided.,None
650,Leandro Isaacs,5,2019-07-07,No review text provided.,None
651,nicolas crete,5,2019-07-07,No review text provided.,None
652,Mathieu Toussaint,5,2018-07-07,No review text provided.,None
653,Elena Gagnon,5,2019-07-07,No review text provided.,None
